Date,Open,High,Low,Close,Adj Close,Volume,Prediction,signal,Fast_MA,Slow_MA,positions,Buy,signal,Fast_MA,Slow_MA,positions,Sell
2016-02-19,96.0,96.760002,95.800003,96.040001,89.61547900000001,35374200,111.120003,,,,,,,,,,
2016-02-22,96.309998,96.900002,95.91999799999999,96.879997,90.39926899999999,34280800,109.809998,,,,,,,,,,
2016-02-23,96.400002,96.5,94.550003,94.690002,88.355766,31942600,110.959999,,,,,,,,,,
2016-02-24,93.980003,96.379997,93.32,96.099998,89.671448,36255700,108.540001,1.0,96.08999999999995,95.68618942857145,1.0,Buy,,,,,
2016-02-25,96.050003,96.760002,95.25,96.760002,90.287315,27582700,108.660004,,,,,,,,,,
2016-02-26,97.199997,98.019997,96.58000200000001,96.910004,90.427277,28991100,109.019997,,,,,,,,,,
2016-02-29,96.860001,98.230003,96.650002,96.690002,90.222015,35216300,110.440002,,,,,,,,,,
2016-03-01,97.650002,100.769997,97.41999799999999,100.529999,93.805122,50407100,112.040001,,,,,,,,,,
2016-03-02,100.510002,100.889999,99.639999,100.75,94.010406,33169600,112.099998,,,,,,,,,,
2016-03-03,100.58000200000001,101.709999,100.449997,101.5,94.710243,36955700,109.849998,,,,,,,,,,
2016-03-04,102.370003,103.75,101.370003,103.010002,96.119225,46055100,107.480003,,,,,,,,,,
2016-03-07,102.389999,102.83000200000001,100.959999,101.870003,95.055504,35828900,106.910004,,,,,,,,,,
2016-03-08,100.779999,101.760002,100.400002,101.029999,94.271683,31561900,107.129997,,,,,,,,,,
2016-03-09,101.309998,101.58000200000001,100.269997,101.120003,94.355659,27201700,105.970001,,,,,,,,,,
2016-03-10,101.410004,102.239998,100.150002,101.16999799999999,94.402313,33513600,105.68,,,,,,,,,,
2016-03-11,102.239998,102.279999,101.5,102.260002,95.419395,27408200,105.08000200000001,,,,,,,,,,
2016-03-14,101.910004,102.910004,101.779999,102.519997,95.662003,25076100,104.349998,,,,,,,,,,
2016-03-15,103.959999,105.18,103.849998,104.58000200000001,97.58420600000001,40067700,97.82,,,,,,,,,,
2016-03-16,104.610001,106.309998,104.589996,105.970001,98.881218,38303500,94.83000200000001,,,,,,,,,,
2016-03-17,105.519997,106.470001,104.959999,105.800003,98.72258000000001,34420700,93.739998,,,,,,,,,,
2016-03-18,106.339996,106.5,105.190002,105.91999799999999,98.834564,44205200,93.639999,,,,,,,,,,
2016-03-21,105.93,107.650002,105.139999,105.910004,98.825233,35502700,95.18,,,,,,,,,,
2016-03-22,105.25,107.290001,105.209999,106.720001,99.581047,32444400,94.190002,,,,,,,,,,
2016-03-23,106.480003,107.07,105.900002,106.129997,99.03050999999999,25703500,93.239998,,,,,,,,,,
2016-03-24,105.470001,106.25,104.889999,105.66999799999999,98.601288,26133000,92.720001,,,,,,,,,,
2016-03-28,106.0,106.190002,105.059998,105.190002,98.153397,19411400,92.790001,,,,,,,,,,
2016-03-29,104.889999,107.790001,104.879997,107.68,100.476837,31190100,93.41999799999999,,,,,,,,,,
2016-03-30,108.650002,110.41999799999999,108.599998,109.559998,102.231064,45601100,92.510002,,,,,,,,,,
2016-03-31,109.720001,109.900002,108.879997,108.989998,101.699196,25888400,90.339996,,,,,,,,,,
2016-04-01,108.779999,110.0,108.199997,109.989998,102.63229399999999,25874000,90.519997,,,,,,,,,,
2016-04-04,110.41999799999999,112.190002,110.269997,111.120003,103.686699,37356200,93.879997,,,,,,,,,,
2016-04-05,109.510002,110.730003,109.41999799999999,109.809998,102.464348,26578700,93.489998,,,,,,,,,,
2016-04-06,110.230003,110.980003,109.199997,110.959999,103.537399,26404100,94.559998,,,,,,,,,,
2016-04-07,109.949997,110.41999799999999,108.120003,108.540001,101.27930500000001,31801900,94.199997,,,,,,,,,,
2016-04-08,108.910004,109.769997,108.16999799999999,108.660004,101.391273,23581700,95.220001,,,,,,,,,,
2016-04-11,108.970001,110.610001,108.83000200000001,109.019997,101.72718,29407500,96.43,,,,,,,,,,
2016-04-12,109.339996,110.5,108.660004,110.440002,103.052185,27232300,97.900002,,,,,,,,,,
2016-04-13,110.800003,112.339996,110.800003,112.040001,104.54516600000001,33257300,99.620003,,,,,,,,,,
2016-04-14,111.620003,112.389999,111.33000200000001,112.099998,104.601151,25473900,100.410004,,,,,,,,,,
2016-04-15,112.110001,112.300003,109.730003,109.849998,102.501671,46939000,100.349998,,,,,,,,,,
2016-04-18,108.889999,108.949997,106.940002,107.480003,100.290207,60821500,99.860001,,,,,,,,,,
2016-04-19,107.879997,108.0,106.230003,106.910004,99.758339,32384900,98.459999,,,,,,,,,,
2016-04-20,106.639999,108.089996,106.059998,107.129997,99.963631,30611000,97.720001,,,,,,,,,,
2016-04-21,106.93,106.93,105.519997,105.970001,98.881218,31552500,97.91999799999999,,,,,,,,,,
2016-04-22,105.010002,106.480003,104.620003,105.68,98.61061099999999,33683100,98.629997,,,,,,0.0,108.39500024999995,108.7042857142858,-1.0,Sell
2016-04-25,105.0,105.650002,104.510002,105.08000200000001,98.050774,28031600,99.029999,,,,,,,,,,
2016-04-26,103.910004,105.300003,103.910004,104.349998,97.36958299999999,56016200,98.940002,,,,,,,,,,
2016-04-27,96.0,98.709999,95.68,97.82,91.27640500000001,114602100,99.650002,,,,,,,,,,
2016-04-28,97.610001,97.879997,94.25,94.83000200000001,88.486427,82242700,98.83000200000001,,,,,,,,,,
2016-04-29,93.989998,94.720001,92.510002,93.739998,87.469337,68531500,97.339996,,,,,,,,,,
2016-05-02,93.970001,94.08000200000001,92.400002,93.639999,87.37602199999999,48160100,97.459999,,,,,,,,,,
2016-05-03,94.199997,95.739998,93.68,95.18,88.813004,56831300,97.139999,,,,,,,,,,
2016-05-04,95.199997,95.900002,93.82,94.190002,87.889236,41025500,97.550003,,,,,,,,,,
2016-05-05,94.0,94.07,92.68,93.239998,87.532501,35890500,95.33000200000001,,,,,,,,,,
2016-05-06,93.370003,93.449997,91.849998,92.720001,87.044342,43699900,95.099998,,,,,,,,,,
2016-05-09,93.0,93.769997,92.589996,92.790001,87.110031,32936400,95.910004,,,,,,,,,,
2016-05-10,93.33000200000001,93.57,92.110001,93.41999799999999,87.701477,33686800,95.550003,,,,,,,,,,
2016-05-11,93.480003,93.57,92.459999,92.510002,86.84716,28719100,96.099998,,,,,,,,,,
2016-05-12,92.720001,92.779999,89.470001,90.339996,84.809998,76314700,93.400002,,,,,,,,,,
2016-05-13,90.0,91.66999799999999,90.0,90.519997,84.978996,44392800,92.040001,,,,,,,,,,
2016-05-16,92.389999,94.389999,91.650002,93.879997,88.13331600000001,61259800,93.589996,,,,,,,,,,
2016-05-17,94.550003,94.699997,93.010002,93.489998,87.767189,46916900,94.400002,,,,,,,,,,
2016-05-18,94.160004,95.209999,93.889999,94.559998,88.771683,42062400,95.599998,,,,,,,,,,
2016-05-19,94.639999,94.639999,93.57,94.199997,88.433708,30442100,95.889999,,,,,,,,,,
2016-05-20,94.639999,95.43,94.519997,95.220001,89.391281,32026000,94.989998,,,,,,,,,,
2016-05-23,95.870003,97.190002,95.66999799999999,96.43,90.527229,38018600,95.529999,,,,,,,,,,
2016-05-24,97.220001,98.089996,96.839996,97.900002,91.907249,35140200,95.940002,1.0,94.52499874999995,94.52238023809537,1.0,Buy,,,,,
2016-05-25,98.66999799999999,99.739998,98.110001,99.620003,93.52195,38168800,96.68,,,,,,,,,,
2016-05-26,99.68,100.730003,98.639999,100.410004,94.26359599999999,56331200,96.980003,,,,,,,,,,
2016-05-27,99.440002,100.470001,99.25,100.349998,94.20725999999999,36341200,97.41999799999999,,,,,,,,,,
2016-05-31,99.599998,100.400002,98.82,99.860001,93.74726899999999,42307200,96.870003,,,,,,,,,,
2016-06-01,99.019997,99.540001,98.33000200000001,98.459999,92.43293800000001,29173300,98.790001,,,,,,,,,,
2016-06-02,97.599998,97.839996,96.629997,97.720001,91.73826600000001,40191600,98.779999,,,,,,,,,,
2016-06-03,97.790001,98.269997,97.449997,97.91999799999999,91.92600999999999,28504900,99.83000200000001,,,,,,,,,,
2016-06-06,97.989998,101.889999,97.550003,98.629997,92.592552,23292500,99.870003,,,,,,,,,,
2016-06-07,99.25,99.870003,98.959999,99.029999,92.968063,22409500,99.959999,,,,,,,,,,
2016-06-08,99.019997,99.559998,98.68,98.940002,92.88356800000001,20848100,99.43,,,,,,,,,,
2016-06-09,98.5,99.989998,98.459999,99.650002,93.550117,26601400,98.660004,,,,,,,,,,
2016-06-10,98.529999,99.349998,98.480003,98.83000200000001,92.780327,31712900,97.339996,,,,,,,,,,
2016-06-13,98.690002,99.120003,97.099998,97.339996,91.381516,38020500,96.66999799999999,,,,,,,,,,
2016-06-14,97.32,98.480003,96.75,97.459999,91.494164,31931900,102.949997,,,,,,,,,,
2016-06-15,97.82,98.410004,97.029999,97.139999,91.193764,29445200,104.339996,,,,,,,,,,
2016-06-16,96.449997,97.75,96.07,97.550003,91.578682,31326800,104.209999,,,,,,,,,,
2016-06-17,96.620003,96.650002,95.300003,95.33000200000001,89.494545,61008200,106.050003,,,,,,0.0,97.78000062499999,97.99952404761916,-1.0,Sell
2016-06-20,96.0,96.57,95.029999,95.099998,89.278648,34411900,104.480003,,,,,,,,,,
2016-06-21,94.940002,96.349998,94.68,95.910004,90.039047,35546400,105.790001,,,,,,,,,,
2016-06-22,96.25,96.889999,95.349998,95.550003,89.70109599999999,29219100,105.870003,,,,,,,,,,
2016-06-23,95.940002,96.290001,95.25,96.099998,90.217422,32240200,107.480003,,,,,,,,,,
2016-06-24,92.910004,94.660004,92.650002,93.400002,87.682709,75311400,108.370003,,,,,,,,,,
2016-06-27,93.0,93.050003,91.5,92.040001,86.405937,45489600,108.809998,,,,,,,,,,
2016-06-28,92.900002,93.660004,92.139999,93.589996,87.861076,40444900,108.0,,,,,,,,,,
2016-06-29,93.970001,94.550003,93.629997,94.400002,88.621475,36531000,107.93,,,,,,,,,,
2016-06-30,94.440002,95.769997,94.300003,95.599998,89.748039,35836400,108.18,,,,,,,,,,
2016-07-01,95.489998,96.470001,95.33000200000001,95.889999,90.020279,26026500,109.480003,,,,,,,,,,
2016-07-05,95.389999,95.400002,94.459999,94.989998,89.175377,27705200,109.379997,,,,,,,,,,
2016-07-06,94.599998,95.660004,94.370003,95.529999,89.68231999999999,30949100,109.220001,,,,,,,,,,
2016-07-07,95.699997,96.5,95.620003,95.940002,90.067223,25139600,109.08000200000001,,,,,,,,,,
2016-07-08,96.489998,96.889999,96.050003,96.68,90.761925,28912100,109.360001,,,,,,,,,,
2016-07-11,96.75,97.650002,96.730003,96.980003,91.043564,23794900,108.510002,,,,,,,,,,
2016-07-12,97.16999799999999,97.699997,97.120003,97.41999799999999,91.456642,24167500,108.849998,1.0,96.12874962499997,95.71142857142867,1.0,Buy,,,,,
2016-07-13,97.410004,97.66999799999999,96.839996,96.870003,90.940285,25892200,108.029999,,,,,,,,,,
2016-07-14,97.389999,98.989998,97.32,98.790001,92.742775,38919000,107.57,,,,,,,,,,
2016-07-15,98.91999799999999,99.300003,98.5,98.779999,92.733376,30137000,106.940002,,,,,,,,,,
2016-07-18,98.699997,100.129997,98.599998,99.83000200000001,93.719116,36493900,106.82,,,,,,,,,,
2016-07-19,99.559998,100.0,99.339996,99.870003,93.75666,23779900,106.0,,,,,,,,,,
2016-07-20,100.0,100.459999,99.739998,99.959999,93.84115600000001,26276000,106.099998,,,,,,,,,,
2016-07-21,99.83000200000001,101.0,99.129997,99.43,93.34360500000001,32702000,106.730003,,,,,,,,,,
2016-07-22,99.260002,99.300003,98.309998,98.660004,92.620728,28313700,107.730003,,,,,,,,,,
2016-07-25,98.25,98.839996,96.91999799999999,97.339996,91.381516,40382900,107.699997,,,,,,,,,,
2016-07-26,96.82,97.970001,96.41999799999999,96.66999799999999,90.75254100000001,56239800,108.360001,,,,,,,,,,
2016-07-27,104.269997,104.349998,102.75,102.949997,96.648094,92344800,105.519997,,,,,,,,,,
2016-07-28,102.83000200000001,104.449997,102.82,104.339996,97.952995,39869800,103.129997,,,,,,,,,,
2016-07-29,104.190002,104.550003,103.68,104.209999,97.830978,27733700,105.440002,,,,,,,,,,
2016-08-01,104.410004,106.150002,104.410004,106.050003,99.55834200000001,38167900,107.949997,,,,,,,,,,
2016-08-02,106.050003,106.07,104.0,104.480003,98.08446500000001,33816600,111.769997,,,,,,,,,,
2016-08-03,104.809998,105.839996,104.769997,105.790001,99.314278,30202600,115.57,,,,,,,,,,
2016-08-04,105.58000200000001,106.0,105.279999,105.870003,99.927788,27408700,114.91999799999999,,,,,,,,,,
2016-08-05,106.269997,107.650002,106.18,107.480003,101.447411,40553400,113.58000200000001,,,,,,,,,,
2016-08-08,107.519997,108.370003,107.160004,108.370003,102.28746,28037200,113.57,,,,,,,,,,
2016-08-09,108.230003,108.940002,108.010002,108.809998,102.702774,26315200,113.550003,,,,,,,,,,
2016-08-10,108.709999,108.900002,107.760002,108.0,101.938248,24008500,114.620003,,,,,,,,,,
2016-08-11,108.519997,108.93,107.849998,107.93,101.87215400000001,27484500,112.709999,,,,,,,,,,
2016-08-12,107.779999,108.440002,107.779999,108.18,102.108131,18660400,112.879997,,,,,,,,,,
2016-08-15,108.139999,109.540001,108.08000200000001,109.480003,103.33518199999999,25868200,113.089996,,,,,,,,,,
2016-08-16,109.629997,110.230003,109.209999,109.379997,103.240776,33794400,113.949997,,,,,,,,,,
2016-08-17,109.099998,109.370003,108.339996,109.220001,103.08976,25356000,112.18,,,,,,,,,,
2016-08-18,109.230003,109.599998,109.019997,109.08000200000001,102.957619,21984700,113.050003,,,,,,,,,,
2016-08-19,108.769997,109.690002,108.360001,109.360001,103.221886,25368100,112.519997,,,,,,,,,,
2016-08-22,108.860001,109.099998,107.849998,108.510002,102.419609,25820200,113.0,,,,,,,,,,
2016-08-23,108.589996,109.32,108.529999,108.849998,102.740524,21257700,113.050003,,,,,,,,,,
2016-08-24,108.57,108.75,107.68,108.029999,101.966537,23675100,113.889999,,,,,,,,,,
2016-08-25,107.389999,107.879997,106.68,107.57,101.532372,25086200,114.059998,,,,,,,,,,
2016-08-26,107.410004,107.949997,106.309998,106.940002,100.937721,27766300,116.050003,,,,,,,,,,
2016-08-29,106.620003,107.440002,106.290001,106.82,100.824471,24970300,116.300003,,,,,,,,,,
2016-08-30,105.800003,106.5,105.5,106.0,100.05049100000001,24863900,117.339996,,,,,,0.0,107.76000024999999,107.8166674285716,-1.0,Sell
2016-08-31,105.660004,106.57,105.639999,106.099998,100.144882,29662400,116.980003,,,,,,,,,,
2016-09-01,106.139999,106.800003,105.620003,106.730003,100.739517,26701500,117.629997,,,,,,,,,,
2016-09-02,107.699997,108.0,106.82,107.730003,101.683388,26802500,117.550003,,,,,,,,,,
2016-09-06,107.900002,108.300003,107.510002,107.699997,101.655067,26880400,117.470001,,,,,,,,,,
2016-09-07,107.83000200000001,108.760002,107.07,108.360001,102.278015,42364300,117.120003,,,,,,,,,,
2016-09-08,107.25,107.269997,105.239998,105.519997,99.597435,53002000,117.059998,,,,,,,,,,
2016-09-09,104.639999,105.720001,103.129997,103.129997,97.341576,46557000,116.599998,,,,,,,,,,
2016-09-12,102.650002,105.720001,102.529999,105.440002,99.521927,45292800,117.650002,,,,,,,,,,
2016-09-13,107.510002,108.790001,107.239998,107.949997,101.891037,62176200,118.25,,,,,,,,,,
2016-09-14,108.730003,113.029999,108.599998,111.769997,105.49663500000001,110888700,115.589996,,,,,,,,,,
2016-09-15,113.860001,115.730003,113.489998,115.57,109.083344,89983600,114.480003,1.0,108.17999849999997,107.92285700000019,1.0,Buy,,,,,
2016-09-16,115.120003,116.129997,114.040001,114.91999799999999,108.46983300000001,79886900,113.720001,,,,,,,,,,
2016-09-19,115.190002,116.18,113.25,113.58000200000001,107.20504,47023000,113.540001,,,,,,,,,,
2016-09-20,113.050003,114.120003,112.510002,113.57,107.19561000000002,34514300,111.489998,,,,,,,,,,
2016-09-21,113.849998,113.989998,112.440002,113.550003,107.17671999999999,36003200,111.589996,,,,,,,,,,
2016-09-22,114.349998,114.940002,114.0,114.620003,108.186668,31074000,109.83000200000001,,,,,,,,,,
2016-09-23,114.41999799999999,114.790001,111.550003,112.709999,106.383858,52481200,108.839996,,,,,,,,,,
2016-09-26,111.639999,113.389999,111.550003,112.879997,106.544327,29869400,110.410004,,,,,,,,,,
2016-09-27,113.0,113.18,112.339996,113.089996,106.74253799999998,24607400,111.059998,,,,,,,,,,
2016-09-28,113.690002,114.639999,113.43,113.949997,107.554268,29641100,110.879997,,,,,,,,,,
2016-09-29,113.160004,113.800003,111.800003,112.18,105.883629,35887000,107.790001,,,,,,,,,,
2016-09-30,112.459999,113.370003,111.800003,113.050003,106.704796,36379100,108.43,,,,,,,,,,
2016-10-03,112.709999,113.050003,112.279999,112.519997,106.20452900000001,21701800,105.709999,,,,,,,,,,
2016-10-04,113.059998,114.309998,112.629997,113.0,106.65760800000001,29736800,107.110001,,,,,,,,,,
2016-10-05,113.400002,113.660004,112.690002,113.050003,106.704796,21453100,109.989998,,,,,,,,,,
2016-10-06,113.699997,114.339996,113.129997,113.889999,107.497643,28779300,109.949997,,,,,,,,,,
2016-10-07,114.309998,114.559998,113.510002,114.059998,107.65810400000001,24358400,110.059998,,,,,,,,,,
2016-10-10,115.019997,116.75,114.720001,116.050003,109.53640700000001,36236000,111.730003,,,,,,,,,,
2016-10-11,117.699997,118.690002,116.199997,116.300003,109.772369,64041000,111.800003,,,,,,,,,,
2016-10-12,117.349998,117.980003,116.75,117.339996,110.753998,37586800,111.230003,,,,,,,,,,
2016-10-13,116.790001,117.440002,115.720001,116.980003,110.41421499999998,35192400,111.790001,,,,,,,,,,
2016-10-14,117.879997,118.16999799999999,117.129997,117.629997,111.02771000000001,35652200,111.57,,,,,,,,,,
2016-10-17,117.33000200000001,117.839996,116.779999,117.550003,110.952202,23624900,111.459999,,,,,,,,,,
2016-10-18,118.18,118.209999,117.449997,117.470001,110.876709,24553500,110.519997,,,,,,,,,,
2016-10-19,117.25,117.760002,113.800003,117.120003,110.54634899999999,20034600,109.489998,,,,,,,,,,
2016-10-20,116.860001,117.379997,116.33000200000001,117.059998,110.48973799999999,24125800,109.900002,,,,,,,,,,
2016-10-21,116.809998,116.910004,116.279999,116.599998,110.05554199999999,23192700,109.110001,,,,,,,,,,
2016-10-24,117.099998,117.739998,117.0,117.650002,111.0466,23538700,109.949997,,,,,,,,,,
2016-10-25,117.949997,118.360001,117.309998,118.25,111.612923,48129000,111.029999,,,,,,,,,,
2016-10-26,114.309998,115.699997,113.309998,115.589996,109.10221899999999,66134200,112.120003,,,,,,,,,,
2016-10-27,115.389999,115.860001,114.099998,114.480003,108.05452,34562000,113.949997,,,,,,,,,,
2016-10-28,113.870003,115.209999,113.449997,113.720001,107.337166,37861700,113.300003,,,,,,,,,,
2016-10-31,113.650002,114.230003,113.199997,113.540001,107.167274,26419400,115.190002,,,,,,,,,,
2016-11-01,113.459999,113.769997,110.529999,111.489998,105.23233799999998,43825800,115.190002,,,,,,0.0,115.16499987499989,115.65809552380969,-1.0,Sell
2016-11-02,111.400002,112.349998,111.230003,111.589996,105.32672099999999,28331700,115.82,,,,,,,,,,
2016-11-03,110.980003,111.459999,109.550003,109.83000200000001,104.197777,26932600,115.970001,,,,,,,,,,
2016-11-04,108.529999,110.25,108.110001,108.839996,103.258522,30837000,116.639999,,,,,,,,,,
2016-11-07,110.08000200000001,110.510002,109.459999,110.410004,104.748009,32560000,116.949997,,,,,,,,,,
2016-11-08,110.309998,111.720001,109.699997,111.059998,105.36468500000001,24254200,117.059998,,,,,,,,,,
2016-11-09,109.879997,111.32,108.050003,110.879997,105.193924,59176400,116.290001,,,,,,,,,,
2016-11-10,111.089996,111.089996,105.83000200000001,107.790001,102.262383,57134500,116.519997,,,,,,,,,,
2016-11-11,107.120003,108.870003,106.550003,108.43,102.869553,34143900,117.260002,,,,,,,,,,
2016-11-14,107.709999,107.809998,104.08000200000001,105.709999,100.28904,51175500,116.760002,,,,,,,,,,
2016-11-15,106.57,107.68,106.160004,107.110001,101.61725600000001,32264500,116.730003,,,,,,,,,,
2016-11-16,106.699997,110.230003,106.599998,109.989998,104.349548,58840500,115.82,,,,,,,,,,
2016-11-17,109.809998,110.349998,108.83000200000001,109.949997,104.311584,27632000,116.150002,,,,,,,,,,
2016-11-18,109.720001,110.540001,109.660004,110.059998,104.41597,28428900,116.019997,,,,,,,,,,
2016-11-21,110.120003,111.989998,110.010002,111.730003,106.000328,29264600,116.610001,,,,,,,,,,
2016-11-22,111.949997,112.41999799999999,111.400002,111.800003,106.066727,25965500,117.910004,,,,,,,,,,
2016-11-23,111.360001,111.510002,110.33000200000001,111.230003,105.52596299999999,27426400,118.989998,,,,,,,,,,
2016-11-25,111.129997,111.870003,110.949997,111.790001,106.05725100000001,11475900,119.110001,,,,,,,,,,
2016-11-28,111.43,112.470001,111.389999,111.57,105.848526,27194000,119.75,1.0,111.01500037499986,110.40571414285733,1.0,Buy,,,,,
2016-11-29,110.779999,112.029999,110.07,111.459999,105.744179,28528800,119.25,,,,,,,,,,
2016-11-30,111.599998,112.199997,110.269997,110.519997,104.852379,36162300,119.040001,,,,,,,,,,
2016-12-01,110.370003,110.940002,109.029999,109.489998,103.875198,37086900,120.0,,,,,,,,,,
2016-12-02,109.16999799999999,110.089996,108.849998,109.900002,104.264175,26528000,119.989998,,,,,,,,,,
2016-12-05,110.0,110.029999,108.25,109.110001,103.514687,34324500,119.779999,,,,,,,,,,
2016-12-06,109.5,110.360001,109.190002,109.949997,104.311584,26195500,120.0,,,,,,,,,,
2016-12-07,109.260002,111.190002,109.160004,111.029999,105.336243,29998700,120.08000200000001,,,,,,,,,,
2016-12-08,110.860001,112.43,110.599998,112.120003,106.370323,27068300,119.970001,,,,,,,,,,
2016-12-09,112.309998,114.699997,112.309998,113.949997,108.106476,34402600,121.879997,,,,,,,,,,
2016-12-12,113.290001,115.0,112.489998,113.300003,107.48983,26374400,121.940002,,,,,,,,,,
2016-12-13,113.839996,115.91999799999999,113.75,115.190002,109.28290600000001,43733800,121.949997,,,,,,,,,,
2016-12-14,115.040001,116.199997,114.980003,115.190002,109.28290600000001,34031800,121.629997,,,,,,,,,,
2016-12-15,115.379997,116.730003,115.230003,115.82,109.880577,46524500,121.349998,,,,,,,,,,
2016-12-16,116.470001,116.5,115.650002,115.970001,110.022896,44351100,128.75,,,,,,,,,,
2016-12-19,115.800003,117.379997,115.75,116.639999,110.65853100000001,27779400,128.529999,,,,,,,,,,
2016-12-20,116.739998,117.5,116.68,116.949997,110.952629,21425000,129.080002,,,,,,,,,,
2016-12-21,116.800003,117.400002,116.779999,117.059998,111.056999,23783200,130.28999299999998,,,,,,,,,,
2016-12-22,116.349998,116.510002,115.639999,116.290001,110.32649199999999,26085900,131.529999,,,,,,,,,,
2016-12-23,115.589996,116.519997,115.589996,116.519997,110.544678,14249500,132.03999299999998,,,,,,,,,,
2016-12-27,116.519997,117.800003,116.489998,117.260002,111.246742,18296900,132.419998,,,,,,,,,,
2016-12-28,117.519997,118.019997,116.199997,116.760002,110.7724,20905900,132.119995,,,,,,,,,,
2016-12-29,116.449997,117.110001,116.400002,116.730003,110.74391899999999,15039500,133.28999299999998,,,,,,,,,,
2016-12-30,116.650002,117.199997,115.43,115.82,109.880577,30586300,135.020004,,,,,,,,,,
2017-01-03,115.800003,116.33000200000001,114.760002,116.150002,110.193657,28781900,135.509995,,,,,,,,,,
2017-01-04,115.849998,116.510002,115.75,116.019997,110.070328,21118100,135.350006,,,,,,,,,,
2017-01-05,115.91999799999999,116.860001,115.809998,116.610001,110.630081,22193600,135.720001,,,,,,,,,,
2017-01-06,116.779999,118.160004,116.470001,117.910004,111.863426,31751900,136.699997,,,,,,,,,,
2017-01-09,117.949997,119.43,117.940002,118.989998,112.888023,33561900,137.110001,,,,,,,,,,
2017-01-10,118.769997,119.379997,118.300003,119.110001,113.001884,24462100,136.529999,,,,,,,,,,
2017-01-11,118.739998,119.93,118.599998,119.75,113.609047,27588600,136.66000400000001,,,,,,,,,,
2017-01-12,118.900002,119.300003,118.209999,119.25,113.13468200000001,27086200,136.929993,,,,,,,,,,
2017-01-13,119.110001,119.620003,118.809998,119.040001,112.935448,26111900,136.990005,,,,,,,,,,
